stopword removal,score,Sentiment
update aplikasi,3,Positif
keren banget,5,Positif
klau kartu bengking iniklau orang kaya ribetsaldo gak ambil semuanyesel sumpah,1,Negatif
saldo yg tinggal penarikan,5,Positif
livin bodoh bikin mumet,1,Negatif
masuk aplikasi nya suruh updated mulu yah cape,1,Negatif
susah login living sulit login veripikasi wajahnya hanphon ku ganti lcd x ga login kamera nya bermasalah ganti hanphon langsung login kendala nya hanphon,5,Positif
livin pelayanannya bagusbaik,5,Positif
good smart,5,Positif
paylater,3,Positif
mandiri mbanking kirim negeri koq ga tf izin mandiri,5,Positif
livin livin payleter dimana,5,Positif
terbantu aplikasi livin memudah transaksi,5,Positif
buka livin,1,Negatif
ngapa gak buka,5,Positif
mantap membantu,5,Positif
aplikasi tdk bantuan terhubung dgn cs,3,Positif
sangattt bagus,5,Positif
bagus vitas sehari,5,Positif
pelayanan terbaik nasabah,5,Positif
isthebes,5,Positif
mantap mania,5,Positif
masak penawaran ksm,5,Positif
maju,5,Positif
senang akun livin inibisa mengecek uangsaldo dimanapun nga atmbank,5,Positif
mudah cepat makasih livin,5,Positif
jos sagat mempermudah urusan keuangan,5,Positif
buka rekening tdk ribet,5,Positif
aplikasi livin catchy aplikasi keuangan the best hidup mudah karna livin terima kasih bank mandiri terdepan jaya amin,5,Positif
aplikasinya bagus aplikasi yg superapp,5,Positif
mantaps,5,Positif
bagus,5,Positif
aplikasi mudah,5,Positif
very helpful n complete future mobile banking application,5,Positif
aplikasi mudah,5,Positif
keren sanggat membantu,5,Positif
gimna yah salah pasword x tbtb gabisa dibuka lagiudh masukin nomor langkah nya gabisa udh susah payah bkin nya aja tunggu minggu acc so sad,3,Positif
masuk akun mobile banking mandiri disuruh bikin pasword,1,Negatif
top up gak berhasil uang kepotong hadehhh,1,Negatif
terkadang top up pulsa gopay jam malam gagal transaksi diulang menit puluhan kali diulang sampe sejam perubahan besok paginya normal kebutuhan mendesak nunggu pagi tolong perbaiki sistemnya,2,Negatif
bank mandiri gak malam jam subuh uang livin gak to u e wallet gak tf bank gak tari tunai gak cuman bank mandiri ellor nya ampun gak kayak bank sekian terimakasih kebersamaan bank mandiri batas ajalah pakai mandiri gak bagus banget bank,1,Negatif
tolong bantu kenpa livin buka pas tf langsung kosong saldonya,3,Positif
maintenance nya banget sampe jam transaksi terganggu,1,Negatif
top up dana tulisannya berhasil saldo keambil dananya jga ga masuk,2,Negatif
aplikasi mandiri gak top up ribu bayar kuliah pas bayar gak coba saldo kepotong ribu rupiah aplikasi rugi saldo kepotong ribu rupiah pelayanan sulit komunikasi langsung cs livin by mandiri gak pake aplikasi takut terulang kapok tanggal juli batas pembayaran kuliah,1,Negatif
buruk kali livin klw tengh malam eror orang isi token payah,1,Negatif
debit virtual gk aktifkan,5,Positif
ko g masuk living tulisnya pembaruan trs,5,Positif
tolong top up gagal gimana tolong diperbaiki,3,Positif
update buka livin pas tlp wa gabisa dah nyusahin banget,1,Negatif
membatu,5,Positif
menarik,4,Positif
tolong nasabah yg menyimpan uang digit waswas dgn livin pengaturan notifikasi transaksi masuk uang buruk coba contoh mybca notifikasi transaksi masuk real time egk lambat notifikasi transaksi masuk uang tampil menu pesan cek jam detiknya nlp cs langsung dr aplikasi pdhal mybca brimo uda bank sperti cimb ocbc jg nlp aplikasi,1,Negatif
livin buka,1,Negatif
mudah d cepat,5,Positif
update aplikasi livin knp mesti akses ponseltelephone yamembuat nyaman pd halsblm update msh aja msh menjaga privacy skrg knp hrs akses ponsel jd ngga dibuka aplikasinya mengganggu kenyamanan,3,Positif
livin bermasalah,5,Positif
kesel verifikasi wajah gagal ngikutin petunjuk,2,Negatif
aplikasi serba bangga pakai livin,5,Positif
aplikasi membantu dri kampung halamandalam sekejap duit cpt,5,Positif
pelayanan ramah lancar,5,Positif
terbantu,5,Positif
nymankrna hrus u pdatebenar tdk nyman dsruh update trus,1,Negatif
aplikasi yg bagusfiturnya lengkap ribet,5,Positif
suka tampilan update terbaru,3,Positif
login pas login setelahkan masukan otp alasannya sistem sibuk suruh bank,1,Negatif
wowwww aplikasi sangatt memudahkan transaksi contohnya transfer tarik tunai kartu pembelian pulsapembayaran listrik top up sebagainyaaa,5,Positif
perancangan aplikasi buruk membuka tabungan aplikasi livin dipusingkan opsi memilih nama perusahaan memilih opsi wiraswasta bingung memilih perusahaan memilih komnas ham kah terimakasih mandiri aplikasi mbanking milik bank,1,Negatif
tabungan lgsg mandiri kantor gak pilihan lgsg disaran yg ngendap rb adm bulanan sekelas bumn tp byk pugutannya bkin online terkendala simakmur gak login klo gak terpaksa gak msh byk bank swasta yg pilihan hemat nya cimb niaga,1,Negatif
pembaharuan trus muak,2,Negatif
mudah bertransaksi aman terbantu kantor bank iya kadang lelet klu buka aplikasinya penggunanya,5,Positif
buka livin utk mencapai login spy transaksi,5,Positif
livin tertulis saldo tertahan pinjaman bank mandiri,1,Negatif
aneh nya nomor rekening tibatiba menghilang,1,Negatif
aplikasi livin by mandiri top up e money top up etoll membantu memudahkan pengguna jd tdk repot turun indomaret utk isi etoll,5,Positif
mindahin livin perangkat gagal,1,Negatif
aplikasi livin nya gak download update gak uninstall download gak download mohon diperbaiki terimakasih,1,Negatif
tolong diperbaiki kmren gk login jgn nasabah pindah bank karna mslh,4,Positif
membantu,5,Positif
bermanfaat nasabah transaksi mudah cepat ribet,5,Positif
memudahkan bertransaksi,5,Positif
verifikasi wajah nya susah bngt aplikasi bobrok,1,Negatif
livin,1,Negatif
aplikasi membantu dlm transaksi keuangan,5,Positif
pelayanan ramahthe best deh pokonyaa ga ribet developer nya,5,Positif
memudahkan nasabah transaksi,5,Positif
aplikasi busuk gw instalmasa udah blok livin nya udh pergi bank mandiri terdekat udah bayar blok anehh,1,Negatif
pake living transaksi gampang,5,Positif
transaksi pake livin mudah gampang,5,Positif
aplikasi mudah utk d,5,Positif
limit paylater livin skrng sumber dana nya ga min,1,Negatif
pelayanan ramah mudah,5,Positif
mudah pahami,5,Positif
lancar n sukses bank mandiri,5,Positif
bagus,5,Positif
livin jam bank off line nya dr jam sd jam mengganggu,3,Positif
layanan paylater tp wkwk ngebug kl scan qris,1,Negatif
pagi verifikasi wajah gak bisaperlu move on,2,Negatif
kaga maju livin peningkatan mulu gak ningkat wasu,1,Negatif
bagussss,5,Positif
mantap livinnya,5,Positif
transaksi mudah aplikasi livin by mandiri,5,Positif
mempermudah bertransaksi,4,Positif
judul aplikasi keren ulasan aplikasinya simple gampang mudah mempermudah transaksi perbankan keren deh,5,Positif
suruh verifikasi kedip mata nyampe mata gua puyeng kedip kedip mulu gak ketangkep anjir,2,Negatif
livin mandiri bermanfaat banget,5,Positif
paylater hilang,1,Negatif
transaksi simpel,4,Positif
pelayanan nya ramah bi as r bintang berbicara,5,Positif
membantu pelayanannya ramah,5,Positif
knp errorlivin tdk bs dibuka panggilan,1,Negatif
mantap bgt,5,Positif
suka nahan saldo orang transfer rekening,1,Negatif
sanggatt bagus mantap,5,Positif
livin membantu mudah,5,Positif
layanan bagus,5,Positif
udah upgrade cepat,5,Positif
alhamdulillah memuaskan living membantu,5,Positif
aplikasi memudahkan bertransaksi,5,Positif
limit transfer bank gabisa jt transfer valas gabisa usd bank kalo udh nurunin pelayanan,3,Positif
transfer aplikasi livin gak maaf bintang,1,Negatif
livin by mandiri gak barusan saldo rekening hilang rp pas cek mutasi rekening gak bukti keterangan kalo lari kemana uangku hilang pdhl transaksi hafal brapa uang ku masuk hilang bgitu keterangan mutasitransaksi kali ngeh kalo uang rekening menghilang sepengetahuan ku,1,Negatif
pemeliharaan bet,2,Negatif
suka gangguan susah transaksi urgent iya kalo mbangkingnya gangguan gataumya mesin aja gangguannya mandiribanget,2,Negatif
aplikasi gak pake jam ofline,1,Negatif
tidur kah operator malam ganguan,1,Negatif
ajah pemeliharaan sampe gozila nurut,1,Negatif
bank mandiri system nya mengecewakan semenamena pinjaman jatuh tempo tgl tgl saldo terblokir tertahan tdk bs diambil duit dipake temen jg bnyk yg mengalami pemblokiransaldo tertahan pinjaman jatuh tempo tgl tgl debt colector brisik nelponin melulu pembayaran pinjaman tdk nunggak udah payrolkapok gw pakai mandiri mendingan pindah bank aja,1,Negatif
verifikasi wajah ga aneh banget udh pas aja ga ulang kedip kali tolong benerin,1,Negatif
tolonglah tambahkan paylaternya,5,Positif
tolong perbaiki sistemnya wib wib livin top up q ris,2,Negatif
pemeliharaan,1,Negatif
livin paylater yak pemakaian pembayaran lancar,4,Positif
livin aplikasi top,5,Positif
bagus sayangat membatu kebutuhankalo biaya nya admin bank kurangi bagus,5,Positif
updatr aplikasi produk mandiri later sumber dana pembayaran muncul full limit,1,Negatif
gak layanan chat trobel gak info,1,Negatif
thanks living mandiri,5,Positif
pakai aplikasi mengerti menarik atmsetelah tauternyata gampang cepat,5,Positif
livin bnyak ulah lemot ganguan ee,1,Negatif
membantu the best,5,Positif
livin paylater tidal membayar tunggakan gunkan,1,Negatif
gmna nya daftar gk bisaaaa gk bet menghabiskan paket aja instal gk tolong admin nya,2,Negatif
aplikasi berguna transfer rek bank lancar kendala fiturfitur aplikasi lengkap memudahkan transaksi transfer cek mutasi,5,Positif
livin by mandiri mudah mentransfer mentransfer uang,5,Positif
mudah mudahan keuntungan bank amin,5,Positif
sinyal hebat,5,Positif
penguna livin payrol yg fasilitas sayangkan penguna prioritas keuntungan mandiri buruk bagus bca bni,1,Negatif
bagus,5,Positif
daftar nya mudah banget engga ribet terimakasih bank mandiri,5,Positif
aplikasi nya gabisa dibuka loading doang,1,Negatif
mengalami bug pw pembaruan pw,4,Positif
pay later nya dak,1,Negatif
tolong perbaiki login mental disaat buka livin mandiri nasabah nyaman praktis,1,Negatif
perbarui,5,Positif
aplikasi nya ribetpasword ny harapan orang tua salah dikit pake kartu kalo blom terjun dunia aplikasi gak pake aplikasi manual aja jaman kartu sumpah mendesak nyusahin kalo rendah bintang gua aplikasi,1,Negatif
buka tabungan bisnis kelangsungan bisnis pribadi livin livin merchant,5,Positif
mandiri valas membagongkan minimal transaksiminimal saldobiaya transfer bank malaysia pajak bulanan super gila ambil untung nya,1,Negatif
versi sebagus versi nya nya pakai livin paylater,2,Negatif
bagus aman,5,Positif
transaksi cepat mudah,5,Positif
diperbarui ga buka,1,Negatif
coba dah benerin aplikasi nya tf kmn mn susah bgt gagal mlu tf va bank bener bener susah bgt bermasalah trs ni make livin pengguna mbangking bank ga ngalamin kaya gini cumn livin aja yng bikin riweh kalo tf kemana pantes dikit peminatnya kalo ngga gara gara perusahaan nge harusin make mandiri ogahh make mandiri kadang suka log out sndiri jlk bgt asli ni mandiri lma bkin emosi,1,Negatif
mbnegkin mandiri ganguan cek saldo tf tdk sy hapus download cba dftr tpi gagal trs tlpn respon,2,Negatif
aplikasi error isi data udah sesuai disalahkan,1,Negatif
aplikasi nya mudah aman,5,Positif
aplikasi lilin mandiri membantu transaksi,5,Positif
baagus applliksnyaa,5,Positif
livin membantu transaksi pembayaran,5,Positif
aplikasi mantap,5,Positif
pijaman mandiri,5,Positif
terimakasih mandiri livin transaksi mudah,5,Positif
keren bah,5,Positif
aplikasinya bagus,5,Positif
kebanyakan update,1,Negatif
proses pembuatan rekening cepat pelayanan bagus,5,Positif
so far so good,5,Positif
ft bank sebelah livin menyisakan saldo beda dgn bank sebelah ditarik saldonytolong perbaiki,2,Negatif
memudahkan lihat saldo,5,Positif
pokoknya jos gandos livin membantu,5,Positif
livin paylater tiadakan pembayran metode paylater nyapdhal limit,4,Positif
pelayanan transaksi mudah cepat,5,Positif
tdk samsung pdhl hp tp dibilang sistem operasi tdk resmi,1,Negatif
verifikasi wajahnya kali udah sesuai petunjuk aja gagal,3,Positif
lemot suka susah masuk aplikasi pakai nfcsering muter g bs masuk maintenance aplikasi gpp pagi orang sibuk aktivitas,1,Negatif
update mengunakan paylater limit tersedia kejelasan,1,Negatif
gak login livin si sistem perbaikan banget cihhhh jinjja suruh cabang bank mandirinya yeeeeu makannya download livin biar gausah bank kalo gitu mah aja download livin gaada gunanya cihh tolong cepat selesaikan perbaikannya emang sengaja gamau diselesaikan kalo gitu mah gausa aja aplikasi livin,1,Negatif
layanan memuaskan,5,Positif
bagus pelayanannya manteb,5,Positif
livin mandiri membantu transaksi,5,Positif
sayagabisa login login logout gada kartunyawaktu dicoba login tetep samasampe,1,Negatif
beralih versi terbaru knpa paylater nya gk d padhl limitnya maih,3,Positif
paylater gak dipakai ampun livin,1,Negatif
bagus cuman ga ero aplikasi tida eror eror yah,5,Positif
gak log in buru parah ganti bank aja,1,Negatif
akun logout nggak login nggak bgt ni livin,1,Negatif
program nya sampah poin udah terkumpul expired gak niat kasih hadiah mending gak poin poin,1,Negatif
kali diuninstall gagal,5,Positif
aplikasinya bagus sya harap depannya bagus,5,Positif
login update data memori hp dihapusin tetep aja gk login muter mulu parahh parah,1,Negatif
kaga saldo ga tf iya tau minimal tarik k kaga kecewa banget mandiri,1,Negatif
malam gak dipake layanan,1,Negatif
too up gagal,1,Negatif
jam jam jam jam krusial pakai bank mandiri malam,1,Negatif
erar eror erar eror mulu aplikasi heran pas butuh butuh mendesak nggak login erar eror mulu aplikasinya kocak eror mulu niat bikin aplikasi niat mu bikin aplikasi mempermudah transaksi memper sulit custemer heran aplikasi mu ngeluj suruh web giliran wab bankmandiri co id nggak akses keterangan akses tolak nya gimana sihh,1,Negatif
gangguan,1,Negatif
aplikasi jam malem error ga kayak mbca nyesel pake mandiri kapok dah,1,Negatif
gangguan gk dibuka gk dibuka,1,Negatif
livin paylater kecewa,2,Negatif
tambahin suara klo transaksi penerimaan,5,Positif
membantu prosesnya cepet,5,Positif
pemeliharaan smpek hduh,1,Negatif
pembaharuan uda g d perbaharui krn perangkat hp g memadai ganti hp thn,2,Negatif
buka aplikasi livin by mandiri sinyal nya lemot tarik tunai pakai aplkasi livin by mandiri tolong nominal tarik tunai pakai aplikasi livin by mandiri,1,Negatif
min pake hp vivo ys katany aplikasinya gak mendukung katany pake sistem operasi resmi gimana min,4,Positif
membantu livinmemudahkn tranfers dll semoga kedepannya lagisukses bank mandiri,5,Positif
gokil,5,Positif
aplikasinya paten tolonglah update aja hp kentang ku ga muat,5,Positif
berubah menu nya,5,Positif
good,5,Positif
gaabisa loginn susah bet dah verifikasi wajah beneran gajelas banget,1,Negatif
semoga cepat pinjaman karna sellu,5,Positif
akun livin dikunci diamankan masuk,1,Negatif
livin memudahkan sy utk bs brp sisa saldo yg hrs,4,Positif
thank you,5,Positif
membantu semenjak by mandiri,5,Positif
knap login livin by mandiri muncul auruh menghubungi call,1,Negatif
aplikasi ga wes bolak foto selfie terang kedip mbulet ae ga ngulang ratusan kali ga record ta ribet,1,Negatif
bagus pertahankan tingkatkan,5,Positif
livin,5,Positif
saldo berkurang x pembayaran administrasi hubungi cs nya,1,Negatif
aplikasi stres,1,Negatif
minggu nge bug,1,Negatif
force close pindai perifikasi wajah android samsung mohon aplikasinya diperbaiki diperbaharui fix bug samsung android,1,Negatif
nya kecewa gara gara gak login kblokirpas diarahkan bank mandiri ditangani cepat nya allhamdulilah urusan lancar terimakasih bank mandiri aplikasi livin mandiri semoga sukses,5,Positif
aplikasi yg menyusahkan,1,Negatif
nomor kartu debit,5,Positif
halah ganti device aja gabisa login rpt mulu udah ajuin bank cabang nya kerja ntar login udah semingguan aja ribett,1,Negatif
blok reinstall aplikasi pas login udh diisi tinggal kode otp ga muncul nomor udah gua cek berkali gaada yg salah ttp ga muncul tuh otp bego bgt dah ni bank,1,Negatif
livin paylater tersedia,5,Positif
bagus ga ga fi update,5,Positif
gangguan aplikasi nya bca,1,Negatif
aplikasinya susah update nya mohon jd perhatian sdh dicoba,1,Negatif
berharap admin mandiri tolong adakan tiket kereta api kapal laut jaman canggih mohon perlengkapan,3,Positif
bermanpaat,5,Positif
update teruss perasaan minim ruang penyimpanan udah x update,3,Positif
mempermudah nasabah,5,Positif
aplikasi bagus all in one aplikasi,5,Positif
ngga dibuka muter trs akses nfc skli tdk bs kebuka,1,Negatif
terima kasih membantu semoga memperhatikan kualitas pelayanan nasabah,5,Positif
berganti mengakses,3,Positif
mohon maaf fitur pay later pinjaman,3,Positif
aplikasi berguna memudahkan bertransaksi kebutuhan praktis,4,Positif
jelek pemeliharaan nya ngk jam aja ngk jelek,1,Negatif
